Volatility 3 Framework 2.26.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output
10144	12788	msedgewebview2	0xbc88ece680c0	10	-	3	False	2025-09-30 07:02:59.000000 UTC	N/A	Disabled
7868	12788	msedgewebview2	0xbc89175ee080	36	-	3	False	2025-09-30 07:02:59.000000 UTC	N/A	Disabled
2824	6196	HPSystemEventU	0xbc890292f080	8	-	3	False	2025-09-30 07:02:59.000000 UTC	N/A	Disabled
7952	1776	HpSystemManage	0xbc8913b2f080	22	-	3	False	2025-09-30 07:03:01.000000 UTC	N/A	Disabled
13780	2344	RtkAudUService	0xbc891ad05080	13	-	3	False	2025-09-30 07:03:10.000000 UTC	N/A	Disabled
21464	14892	CrossDeviceSer	0xbc890cb350c0	15	-	3	False	2025-09-30 07:03:15.000000 UTC	N/A	Disabled
4780	1776	RuntimeBroker.	0xbc891acb0080	4	-	3	False	2025-09-30 07:03:15.000000 UTC	N/A	Disabled
9468	9564	AnyDesk.exe	0xbc891aae2080	12	-	3	True	2025-09-30 07:03:17.000000 UTC	N/A	Disabled
25208	1776	backgroundTask	0xbc88fb7ee080	17	-	3	False	2025-09-30 07:03:40.000000 UTC	N/A	Disabled
11112	1776	RuntimeBroker.	0xbc891ac9d0c0	4	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	Disabled
4476	25180	msedgewebview2	0xbc8913c50080	50	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	Disabled
23988	4476	msedgewebview2	0xbc8914966080	7	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	Disabled
23388	4476	msedgewebview2	0xbc8914509080	57	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	Disabled
17720	4476	msedgewebview2	0xbc88ec5df0c0	21	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	Disabled
15536	4476	msedgewebview2	0xbc88efbaa080	10	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	Disabled
18764	4476	msedgewebview2	0xbc8904c230c0	34	-	3	False	2025-09-30 07:03:41.000000 UTC	N/A	Disabled
5216	1548	Velociraptor.e	0xbc8915d7c080	24	-	0	False	2025-09-30 07:03:47.000000 UTC	N/A	Disabled
17820	14580	DesktopExtensi	0xbc89142cd080	13	-	3	False	2025-09-30 07:04:08.000000 UTC	N/A	Disabled
15468	1776	HP.myHP.exe	0xbc8904db1080	22	-	3	False	2025-09-30 07:04:08.000000 UTC	N/A	Disabled
17284	1776	backgroundTask	0xbc891863a080	12	-	3	False	2025-09-30 07:04:10.000000 UTC	N/A	Disabled
17264	1548	svchost.exe	0xbc89141b70c0	4	-	3	False	2025-09-30 07:04:39.000000 UTC	N/A	Disabled
3000	2044	HPEnhancedLigh	0xbc88efce6080	4	-	3	False	2025-09-30 07:04:42.000000 UTC	N/A	Disabled
17096	9564	brave.exe	0xbc891892a140	46	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	Disabled
19032	17096	brave.exe	0xbc8918bf2080	8	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	Disabled
25740	17096	brave.exe	0xbc89188860c0	58	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	Disabled
16072	17096	brave.exe	0xbc891882e0c0	22	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	Disabled
27452	17096	brave.exe	0xbc8914477080	11	-	3	False	2025-09-30 07:05:08.000000 UTC	N/A	Disabled
17660	1776	ApplicationFra	0xbc891a6680c0	2	-	3	False	2025-09-30 07:10:10.000000 UTC	N/A	Disabled
16464	1548	svchost.exe	0xbc88f51e40c0	6	-	3	False	2025-09-30 07:10:10.000000 UTC	N/A	Disabled
25012	14892	Copilot.exe	0xbc8919da1080	61	-	3	False	2025-09-30 07:20:13.000000 UTC	N/A	Disabled
26104	1776	RuntimeBroker.	0xbc891903b080	4	-	3	False	2025-09-30 07:20:40.000000 UTC	N/A	Disabled
4356	9564	Notepad.exe	0xbc88fcc130c0	51	-	3	False	2025-09-30 07:20:42.000000 UTC	N/A	Disabled
23932	1776	ShellExperienc	0xbc88e5fa9080	32	-	3	False	2025-09-30 07:29:00.000000 UTC	N/A	Disabled
8564	1776	RuntimeBroker.	0xbc890de0a240	5	-	3	False	2025-09-30 07:29:00.000000 UTC	N/A	Disabled
16340	9564	cmd.exe	0xbc8904ca0080	0	-	3	False	2025-09-30 07:40:06.000000 UTC	2025-09-30 07:40:30.000000 UTC	Disabled
20492	16340	conhost.exe	0xbc88c2f60080	4	-	3	False	2025-09-30 07:40:06.000000 UTC	N/A	Disabled
15244	1776	OpenConsole.ex	0xbc8903b1c080	6	-	3	False	2025-09-30 07:40:06.000000 UTC	N/A	Disabled
10660	1776	WindowsTermina	0xbc8917de8080	0	-	3	False	2025-09-30 07:40:06.000000 UTC	2025-09-30 07:40:30.000000 UTC	Disabled
4444	21008	Code.exe	0xbc88fd2bc0c0	48	-	3	False	2025-09-30 07:40:09.000000 UTC	N/A	Disabled
5368	4444	Code.exe	0xbc88f93980c0	7	-	3	False	2025-09-30 07:40:09.000000 UTC	N/A	Disabled
14852	4444	Code.exe	0xbc8917c2f080	52	-	3	False	2025-09-30 07:40:09.000000 UTC	N/A	Disabled
20400	4444	Code.exe	0xbc89144bb080	20	-	3	False	2025-09-30 07:40:09.000000 UTC	N/A	Disabled
572	4444	Code.exe	0xbc88f30130c0	31	-	3	False	2025-09-30 07:40:09.000000 UTC	N/A	Disabled
18292	4444	Code.exe	0xbc89036ac0c0	19	-	3	False	2025-09-30 07:40:10.000000 UTC	N/A	Disabled
6924	4444	Code.exe	0xbc891444c080	19	-	3	False	2025-09-30 07:40:10.000000 UTC	N/A	Disabled
5164	4444	Code.exe	0xbc89182bd080	20	-	3	False	2025-09-30 07:40:10.000000 UTC	N/A	Disabled
904	4444	Code.exe	0xbc891b095080	22	-	3	False	2025-09-30 07:40:10.000000 UTC	N/A	Disabled
20716	18292	Code.exe	0xbc891820e080	8	-	3	False	2025-09-30 07:40:10.000000 UTC	N/A	Disabled
22688	904	conhost.exe	0xbc8918d62080	5	-	3	False	2025-09-30 07:40:11.000000 UTC	N/A	Disabled
25080	904	powershell.exe	0xbc8914cef080	11	-	3	False	2025-09-30 07:40:11.000000 UTC	N/A	Disabled
10360	17096	brave.exe	0xbc88fd9eb0c0	31	-	3	False	2025-09-30 07:52:03.000000 UTC	N/A	Disabled
5860	17096	brave.exe	0xbc88ece460c0	20	-	3	False	2025-09-30 07:52:25.000000 UTC	N/A	Disabled
13008	17096	brave.exe	0xbc89107c7080	25	-	3	False	2025-09-30 07:52:34.000000 UTC	N/A	Disabled
25304	17096	brave.exe	0xbc891544d080	32	-	3	False	2025-09-30 07:53:06.000000 UTC	N/A	Disabled
9120	17096	brave.exe	0xbc89195b2080	10	-	3	False	2025-09-30 07:53:25.000000 UTC	N/A	Disabled
10688	17096	brave.exe	0xbc89195b3080	25	-	3	False	2025-09-30 07:53:25.000000 UTC	N/A	Disabled
10792	1776	dllhost.exe	0xbc88f5dc0080	6	-	3	False	2025-09-30 08:02:59.000000 UTC	N/A	Disabled
6672	1548	svchost.exe	0xbc891448b080	4	-	3	False	2025-09-30 08:03:08.000000 UTC	N/A	Disabled
1708	1776	Video.UI.exe	0xbc88fc5350c0	28	-	3	False	2025-09-30 08:04:06.000000 UTC	N/A	Disabled
2088	1776	RuntimeBroker.	0xbc89105020c0	4	-	3	False	2025-09-30 08:04:06.000000 UTC	N/A	Disabled
1404	18292	Code.exe	0xbc891798f0c0	8	-	3	False	2025-09-30 08:04:14.000000 UTC	N/A	Disabled
20684	18292	Code.exe	0xbc89179a2080	9	-	3	False	2025-09-30 08:04:16.000000 UTC	N/A	Disabled
4236	18292	Code.exe	0xbc890ddf2080	10	-	3	False	2025-09-30 08:04:16.000000 UTC	N/A	Disabled
21344	4236	Code.exe	0xbc88feaa2080	9	-	3	False	2025-09-30 08:04:16.000000 UTC	N/A	Disabled
14312	18292	pet.exe	0xbc890ddee080	1	-	3	False	2025-09-30 08:04:27.000000 UTC	N/A	Disabled
14548	14312	conhost.exe	0xbc89143a9080	2	-	3	False	2025-09-30 08:04:27.000000 UTC	N/A	Disabled
14520	904	conhost.exe	0xbc891871d080	5	-	3	False	2025-09-30 08:04:27.000000 UTC	N/A	Disabled
12344	904	powershell.exe	0xbc89043020c0	11	-	3	False	2025-09-30 08:04:27.000000 UTC	N/A	Disabled
15264	18292	Code.exe	0xbc8903aa9080	15	-	3	False	2025-09-30 08:04:28.000000 UTC	N/A	Disabled
24936	17096	brave.exe	0xbc89091c0140	0	-	3	False	2025-09-30 08:09:01.000000 UTC	2025-09-30 08:09:33.000000 UTC	Disabled
20128	17096	brave.exe	0xbc88f808c080	0	-	3	False	2025-09-30 08:10:11.000000 UTC	2025-09-30 08:10:42.000000 UTC	Disabled
4744	17096	brave.exe	0xbc89026640c0	31	-	3	False	2025-09-30 08:10:12.000000 UTC	N/A	Disabled
1216	17096	brave.exe	0xbc88c2dec240	0	-	3	False	2025-09-30 08:13:27.000000 UTC	2025-09-30 08:14:07.000000 UTC	Disabled
8940	17096	brave.exe	0xbc8910503080	31	-	3	False	2025-09-30 08:13:40.000000 UTC	N/A	Disabled
1092	14892	ShellHost.exe	0xbc891a5bd0c0	18	-	3	False	2025-09-30 08:13:53.000000 UTC	N/A	Disabled
26516	17096	brave.exe	0xbc8905ad50c0	0	-	3	False	2025-09-30 08:16:14.000000 UTC	2025-09-30 08:17:08.000000 UTC	Disabled
18792	4476	msedgewebview2	0xbc89107d4080	9	-	3	False	2025-09-30 08:19:10.000000 UTC	N/A	Disabled
21412	17096	brave.exe	0xbc89038aa080	31	-	3	False	2025-09-30 08:24:46.000000 UTC	N/A	Disabled
13280	17096	brave.exe	0xbc89131240c0	31	-	3	False	2025-09-30 08:28:58.000000 UTC	N/A	Disabled
11588	9564	powershell.exe	0xbc890d744080	11	-	3	False	2025-09-30 08:30:20.000000 UTC	N/A	Disabled
20836	11588	conhost.exe	0xbc890d754080	3	-	3	False	2025-09-30 08:30:20.000000 UTC	N/A	Disabled
4808	17096	brave.exe	0xbc88fefc9240	0	-	3	False	2025-09-30 08:34:03.000000 UTC	2025-09-30 08:34:36.000000 UTC	Disabled
7276	1548	svchost.exe	0xbc8911f57080	13	-	0	False	2025-09-30 08:36:37.000000 UTC	N/A	Disabled
16376	11588	python.exe	0xbc89180b8080	1	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	Disabled
21524	16376	python.exe	0xbc89191f6080	1	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	Disabled
25720	21524	python.exe	0xbc88ff1420c0	1	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	Disabled
23252	25720	python.exe	0xbc8910b49080	55	-	3	False	2025-09-30 08:37:53.000000 UTC	N/A	Disabled
14504	17096	brave.exe	0xbc890dfdb080	36	-	3	False	2025-09-30 08:39:20.000000 UTC	N/A	Disabled
7604	17096	brave.exe	0xbc89088c90c0	31	-	3	False	2025-09-30 08:40:01.000000 UTC	N/A	Disabled
12532	17096	brave.exe	0xbc8915cc20c0	29	-	3	False	2025-09-30 08:42:11.000000 UTC	N/A	Disabled
3988	17096	brave.exe	0xbc8915bd0080	13	-	3	False	2025-09-30 08:42:13.000000 UTC	N/A	Disabled
5872	1776	smartscreen.ex	0xbc891782d080	6	-	3	False	2025-09-30 08:42:43.000000 UTC	N/A	Disabled
23940	9564	OUTLOOK.EXE	0xbc8910aeb080	110	-	3	False	2025-09-30 08:42:43.000000 UTC	N/A	Disabled
25060	1548	svchost.exe	0xbc88eedd8080	3	-	0	False	2025-09-30 08:42:44.000000 UTC	N/A	Disabled
24004	13048	SearchProtocol	0xbc88eddce080	19	-	3	False	2025-09-30 08:42:48.000000 UTC	N/A	Disabled
19596	23940	msedge.exe	0xbc890dfda080	67	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	Disabled
26580	19596	msedge.exe	0xbc88edf8b080	22	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	Disabled
12188	19596	msedge.exe	0xbc88edf8a080	56	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	Disabled
12764	19596	msedge.exe	0xbc8905388080	10	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	Disabled
11800	1548	svchost.exe	0xbc88edde1080	5	-	0	False	2025-09-30 08:43:52.000000 UTC	N/A	Disabled
16344	19596	msedge.exe	0xbc89188430c0	15	-	3	False	2025-09-30 08:43:52.000000 UTC	N/A	Disabled
25300	13048	SearchProtocol	0xbc8911ff1080	6	-	0	False	2025-09-30 08:44:02.000000 UTC	N/A	Disabled
24220	19596	msedge.exe	0xbc8903c3f240	14	-	3	False	2025-09-30 08:44:03.000000 UTC	N/A	Disabled
26756	1548	svchost.exe	0xbc8911f60080	6	-	0	False	2025-09-30 08:44:08.000000 UTC	N/A	Disabled
21572	13048	SearchFilterHo	0xbc8902a48240	4	-	0	False	2025-09-30 08:44:14.000000 UTC	N/A	Disabled
25924	13048	SearchFilterHo	0xbc890604d080	4	-	0	False	2025-09-30 08:44:44.000000 UTC	N/A	Disabled
11804	19596	msedge.exe	0xbc88f5dab0c0	13	-	3	False	2025-09-30 08:44:52.000000 UTC	N/A	Disabled
6688	1776	RuntimeBroker.	0xbc891835b080	10	-	3	False	2025-09-30 08:44:52.000000 UTC	N/A	Disabled
23976	1548	svchost.exe	0xbc8912b47080	20	-	0	False	2025-09-30 08:44:56.000000 UTC	N/A	Disabled
5888	1776	explorer.exe	0xbc89103d0080	17	-	3	False	2025-09-30 08:45:32.000000 UTC	N/A	Disabled
11140	1548	svchost.exe	0xbc890dd62080	10	-	0	False	2025-09-30 08:45:33.000000 UTC	N/A	Disabled
9648	9564	DumpIt.exe	0xbc8915696080	4	-	3	False	2025-09-30 08:45:50.000000 UTC	N/A	Disabled
7208	9648	conhost.exe	0xbc890da59080	5	-	3	False	2025-09-30 08:45:50.000000 UTC	N/A	Disabled
26240	19596	msedge.exe	0xbc8917b020c0	0	-	3	False	2025-09-30 08:46:52.000000 UTC	2025-09-30 08:47:31.000000 UTC	Disabled
207296761577928	0		0xbc8909d640c0	7	-	165036968	True	N/A	N/A	Disabled
